"","x"
"1","OG0000035:"
"2","OG0000061:"
"3","OG0000107:"
"4","OG0000110:"
"5","OG0000111:"
"6","OG0000159:"
"7","OG0000191:"
"8","OG0000224:"
"9","OG0000289:"
"10","OG0000290:"
"11","OG0000299:"
"12","OG0000417:"
"13","OG0000418:"
"14","OG0000419:"
"15","OG0000420:"
"16","OG0000472:"
"17","OG0000497:"
"18","OG0000498:"
"19","OG0000530:"
"20","OG0000539:"
"21","OG0000610:"
"22","OG0000638:"
"23","OG0000657:"
"24","OG0000658:"
"25","OG0000697:"
"26","OG0000708:"
"27","OG0000745:"
"28","OG0000756:"
"29","OG0000886:"
"30","OG0000887:"
"31","OG0000914:"
"32","OG0000949:"
"33","OG0000975:"
"34","OG0000995:"
"35","OG0001076:"
"36","OG0001092:"
"37","OG0001324:"
"38","OG0001425:"
"39","OG0001462:"
"40","OG0001483:"
"41","OG0001522:"
"42","OG0001534:"
"43","OG0001546:"
"44","OG0001554:"
"45","OG0001592:"
"46","OG0001646:"
"47","OG0001666:"
"48","OG0001726:"
"49","OG0001734:"
"50","OG0001781:"
"51","OG0001828:"
"52","OG0001842:"
"53","OG0001872:"
"54","OG0001900:"
"55","OG0001930:"
"56","OG0001962:"
"57","OG0002026:"
"58","OG0002060:"
"59","OG0002080:"
"60","OG0002162:"
"61","OG0002164:"
"62","OG0002197:"
"63","OG0002238:"
"64","OG0002263:"
"65","OG0002362:"
"66","OG0002382:"
"67","OG0002454:"
"68","OG0002463:"
"69","OG0002464:"
"70","OG0002806:"
"71","OG0002810:"
"72","OG0002851:"
"73","OG0002928:"
"74","OG0002933:"
"75","OG0002934:"
"76","OG0002944:"
"77","OG0002993:"
"78","OG0003113:"
"79","OG0003183:"
"80","OG0003188:"
"81","OG0003454:"
"82","OG0003798:"
"83","OG0003801:"
"84","OG0003802:"
"85","OG0003806:"
"86","OG0003807:"
"87","OG0003808:"
"88","OG0003810:"
"89","OG0003811:"
"90","OG0004166:"
"91","OG0004168:"
"92","OG0004172:"
"93","OG0004173:"
"94","OG0004177:"
"95","OG0004178:"
"96","OG0004180:"
"97","OG0004181:"
"98","OG0004984:"
"99","OG0004985:"
"100","OG0004986:"
"101","OG0004987:"
"102","OG0004988:"
"103","OG0004989:"
"104","OG0004990:"
"105","OG0004991:"
"106","OG0004992:"
"107","OG0004993:"
"108","OG0004994:"
"109","OG0004995:"
"110","OG0004996:"
"111","OG0004997:"
"112","OG0004998:"
"113","OG0004999:"
"114","OG0005000:"
"115","OG0005001:"
"116","OG0005002:"
"117","OG0005003:"
"118","OG0005004:"
"119","OG0005005:"
"120","OG0005006:"
"121","OG0005007:"
"122","OG0005008:"
"123","OG0005009:"
"124","OG0005010:"
"125","OG0005011:"
"126","OG0005012:"
"127","OG0005013:"
"128","OG0005014:"
"129","OG0005015:"
"130","OG0005016:"
"131","OG0000113:"
"132","OG0000171:"
"133","OG0000231:"
"134","OG0000385:"
"135","OG0000403:"
"136","OG0000474:"
"137","OG0000476:"
"138","OG0000538:"
"139","OG0000609:"
"140","OG0000655:"
"141","OG0000656:"
"142","OG0000702:"
"143","OG0000707:"
"144","OG0000730:"
"145","OG0000792:"
"146","OG0000812:"
"147","OG0000885:"
"148","OG0000913:"
"149","OG0000965:"
"150","OG0001006:"
"151","OG0001071:"
"152","OG0001090:"
"153","OG0001150:"
"154","OG0001163:"
"155","OG0001178:"
"156","OG0001184:"
"157","OG0001189:"
"158","OG0001190:"
"159","OG0001237:"
"160","OG0001350:"
"161","OG0001389:"
"162","OG0001474:"
"163","OG0001501:"
"164","OG0001545:"
"165","OG0001548:"
"166","OG0001720:"
