"","x"
"1","OG0000046:"
"2","OG0000051:"
"3","OG0000142:"
"4","OG0000169:"
"5","OG0000179:"
"6","OG0000180:"
"7","OG0000182:"
"8","OG0000192:"
"9","OG0000193:"
"10","OG0000264:"
"11","OG0000265:"
"12","OG0000285:"
"13","OG0000286:"
"14","OG0000294:"
"15","OG0000295:"
"16","OG0000296:"
"17","OG0000376:"
"18","OG0000404:"
"19","OG0000448:"
"20","OG0000455:"
"21","OG0000536:"
"22","OG0000573:"
"23","OG0000586:"
"24","OG0000600:"
"25","OG0000601:"
"26","OG0000688:"
"27","OG0000696:"
"28","OG0000712:"
"29","OG0000738:"
"30","OG0000761:"
"31","OG0000762:"
"32","OG0000897:"
"33","OG0000899:"
"34","OG0000904:"
"35","OG0000905:"
"36","OG0001032:"
"37","OG0001033:"
"38","OG0001060:"
"39","OG0001061:"
"40","OG0001166:"
"41","OG0001176:"
"42","OG0001213:"
"43","OG0001267:"
"44","OG0001273:"
"45","OG0001304:"
"46","OG0001334:"
"47","OG0001360:"
"48","OG0001370:"
"49","OG0001371:"
"50","OG0001396:"
"51","OG0001401:"
"52","OG0001402:"
"53","OG0001413:"
"54","OG0001414:"
"55","OG0001415:"
"56","OG0001418:"
"57","OG0001419:"
"58","OG0001420:"
"59","OG0001421:"
"60","OG0001477:"
"61","OG0001485:"
"62","OG0001653:"
"63","OG0001701:"
"64","OG0001702:"
"65","OG0001706:"
"66","OG0001733:"
"67","OG0001761:"
"68","OG0001771:"
"69","OG0001774:"
"70","OG0001784:"
"71","OG0001828:"
"72","OG0001889:"
"73","OG0001899:"
"74","OG0001914:"
"75","OG0001938:"
"76","OG0001953:"
"77","OG0001960:"
"78","OG0002022:"
"79","OG0002078:"
"80","OG0002094:"
"81","OG0002108:"
"82","OG0002118:"
"83","OG0002124:"
"84","OG0002135:"
"85","OG0002146:"
"86","OG0002162:"
"87","OG0002180:"
"88","OG0002301:"
"89","OG0002355:"
"90","OG0002360:"
"91","OG0002361:"
"92","OG0002364:"
"93","OG0002396:"
"94","OG0002424:"
"95","OG0002453:"
"96","OG0002495:"
"97","OG0002506:"
